SiteNumber,Type,LocationID,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,ARPLatitudeS,Latitude,ARPLongitudeS,Longitude,Elevation,ChartName,ActiviationDate,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights
03639.09*H,HELIPORT,GA52,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,SAINT JOSEPH'S HOSPITAL,PR,PR,122079,33.91083333,303663,-84.35083333,1035,ATLANTA,4/1/1993,,,,
03639.06*H,HELIPORT,GA85,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,STATE CAPITAL PARKING LOT,PU,PR,121494.383,33.74843972,303794.736,-84.38742667,1000,ATLANTA,11/1/1989,,,,
03641.1*H,HELIPORT,GA56,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,THE COCA COLA COMPANY,PR,PR,121575.381,33.77093917,303835.738,-84.39881611,1050,ATLANTA,4/1/1970,,,,
03640.35*H,HELIPORT,31GA,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,WGCL-TV,PR,PR,121634.47,33.78735278,303843.79,-84.40105278,939,ATLANTA,1/1/2003,,,,
03640.29*H,HELIPORT,7GA1,ASO,ATL,GA,GEORGIA,FULTON,GA,ATLANTA,WSB-TV,PR,PR,121677.378,33.79927167,303788,-84.38555556,903,ATLANTA,2/1/1980,,,,
03644.*A,AIRPORT,4GE1,ASO,ATL,GA,GEORGIA,DECATUR,GA,ATTAPULGUS,VIOLA FARM,PR,PR,110605.5,30.72375,304348,-84.54111111,285,JACKSONVILLE,2/1/2001,,,,
03650.*A,AIRPORT,AGS,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,AUGUSTA RGNL AT BUSH FIELD,PU,PU,120131.8,33.36994444,295072.2,-81.9645,144,ATLANTA,10/1/1943,N,N,N,Y
03646.*A,AIRPORT,DNL,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,DANIEL FIELD,PU,PU,120479.7,33.46658333,295341.8,-82.03938889,422,ATLANTA,4/1/1940,N,N,N,Y
03646.04*H,HELIPORT,8GA4,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,DOCTORS HOSPITAL,PR,PR,120534,33.48166667,295530,-82.09166667,400,ATLANTA,2/1/1981,,,,
03646.03*H,HELIPORT,8GA2,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,DWIGHT DAVID EISENHOWER ARMY MEDICAL CNTR,MR,PR,120348.498,33.43013833,295636.429,-82.12123028,400,ATLANTA,10/1/1980,,,,
03646.05*H,HELIPORT,4GA2,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,MEDICAL COLLEGE OF GEORGIA,PR,PR,120496,33.47111111,295158,-81.98833333,255,ATLANTA,3/1/1999,,,,
03646.06*H,HELIPORT,GA13,ASO,ATL,GA,GEORGIA,RICHMOND,GA,AUGUSTA,UNIVERSITY HOSPITAL,PR,PR,120494,33.47055556,295142,-81.98388889,174,ATLANTA,9/1/2011,,,,
03650.5*H,HELIPORT,34GA,ASO,ATL,GA,GEORGIA,COBB,GA,AUSTELL,COBB GENERAL HOSPITAL,PR,PR,121886.376,33.85732667,304585.76,-84.60715556,1070,ATLANTA,3/1/1986,,,,
03650.7*H,HELIPORT,GA58,ASO,ATL,GA,GEORGIA,DE KALB,GA,AVONDALE ESTATES,DEKALB POLICE DEPT,PU,PR,121596.471,33.7767975,303269.538,-84.24153833,1080,ATLANTA,8/1/1972,,,,
03653.03*A,AIRPORT,GE21,ASO,ATL,GA,GEORGIA,DECATUR,GA,BAINBRIDGE,ANDERSON,PR,PR,111671.45,31.01984722,303823.7,-84.39547222,138,JACKSONVILLE,2/1/2011,,,,
03653.1*A,AIRPORT,83GA,ASO,ATL,GA,GEORGIA,DECATUR,GA,BAINBRIDGE,BROCK AIRPARK,PR,PR,111599,30.99972222,304222,-84.50611111,130,JACKSONVILLE,8/1/1992,,,,
03653.*A,AIRPORT,BGE,ASO,ATL,GA,GEORGIA,DECATUR,GA,BAINBRIDGE,DECATUR COUNTY INDUSTRIAL AIR PARK,PU,PU,111497.7531,30.97159808,304692.9401,-84.63692781,141,JACKSONVILLE,10/1/1942,N,N,N,Y
03652.01*H,HELIPORT,4GA3,ASO,ATL,GA,GEORGIA,DECATUR,GA,BAINBRIDGE,MEMORIAL HOSPITAL,PR,PR,111251.678,30.90324389,304386.688,-84.55185778,120,JACKSONVILLE,8/1/1977,,,,
03653.01*A,AIRPORT,GA42,ASO,ATL,GA,GEORGIA,DECATUR,GA,BAINBRIDGE,VADA,PR,PR,111860.89,31.07246944,303816.15,-84.393375,140,JACKSONVILLE,2/1/2011,,,,
03654.01*H,HELIPORT,22GE,ASO,ATL,GA,GEORGIA,CHEROKEE,GA,BALL GROUND,HAWKS RIDGE,PR,PR,123328,34.25777778,303388,-84.27444444,1121,ATLANTA,9/1/2007,,,,
03656.31*A,AIRPORT,GA59,ASO,ATL,GA,GEORGIA,LAMAR,GA,BARNESVILLE,ANTIQUE ACRES,PR,PR,119160.453,33.10012583,302610.688,-84.05852444,800,ATLANTA,2/1/1976,,,,
03656.32*A,AIRPORT,GA86,ASO,ATL,GA,GEORGIA,LAMAR,GA,BARNESVILLE,LITTLE TOBESOFKEE CREEK RANCH,PR,PR,118742,32.98388889,302744,-84.09555556,755,ATLANTA,4/1/1999,,,,
03657.11*H,HELIPORT,GA78,ASO,ATL,GA,GEORGIA,APPLING,GA,BAXLEY,APPLING GENERAL HOSPITAL,PU,PR,114367.705,31.76880694,296454.463,-82.34846194,250,JACKSONVILLE,4/1/1993,,,,
03657.1*A,AIRPORT,BHC,ASO,ATL,GA,GEORGIA,APPLING,GA,BAXLEY,BAXLEY MUNI,PU,PU,114169.8,31.71383333,296617.6,-82.39377778,201,JACKSONVILLE,3/1/1969,N,N,N,Y
03666.*A,AIRPORT,DZJ,ASO,ATL,GA,GEORGIA,UNION,GA,BLAIRSVILLE,BLAIRSVILLE,PU,PU,125476,34.85444444,302390.4,-83.99733333,1907,ATLANTA,,N,N,N,Y
03666.01*H,HELIPORT,1GA3,ASO,ATL,GA,GEORGIA,UNION,GA,BLAIRSVILLE,UNION GENERAL HOSPITAL,PR,PR,125590.315,34.88619861,302264.668,-83.96240778,1911,ATLANTA,4/1/1993,,,,
03668.1*A,AIRPORT,BIJ,ASO,ATL,GA,GEORGIA,EARLY,GA,BLAKELY,EARLY COUNTY,PU,PU,113031.031,31.39750861,305621.272,-84.89479778,214,JACKSONVILLE,1/1/1968,N,N,N,Y
03668.12*A,AIRPORT,66GA,ASO,ATL,GA,GEORGIA,EARLY,GA,BLAKELY,SAWYER FARM,PR,PR,113309,31.47472222,306010,-85.00277778,350,NEW ORLEANS,7/1/2009,,,,
03669.01*A,AIRPORT,57GA,ASO,ATL,GA,GEORGIA,FANNIN,GA,BLUE RIDGE,BLUE RIDGE SKYPORT,PR,PR,125507.29,34.86313611,303817.72,-84.39381111,1946,ATLANTA,9/1/2002,,,,
03669.05*H,HELIPORT,70GA,ASO,ATL,GA,GEORGIA,FANNIN,GA,BLUE RIDGE,BLUE RIDGE TOURS,PR,PR,125422,34.83944444,303610,-84.33611111,1690,ATLANTA,11/1/2015,,,,
03669.*H,HELIPORT,1GE1,ASO,ATL,GA,GEORGIA,FANNIN,GA,BLUE RIDGE,GEORGIA MOUNTAIN,PR,PR,125381,34.82805556,303677,-84.35472222,1600,ATLANTA,7/1/1999,,,,
03671.*A,AIRPORT,61GA,ASO,ATL,GA,GEORGIA,RICHMOND,GA,BLYTHE,PEA PATCH AERODROME,PR,PR,119886.512,33.30180889,295820.434,-82.17234278,434,ATLANTA,1/1/1987,,,,
03674.2*A,AIRPORT,GE35,ASO,ATL,GA,GEORGIA,MORGAN,GA,BOSTWICK,SOUTHERN OAKS,PR,PR,121433,33.73138889,300491,-83.46972222,695,ATLANTA,1/1/2005,,,,
03674.1*A,AIRPORT,GA16,ASO,ATL,GA,GEORGIA,MORGAN,GA,BOSTWICK,TAYLOR FIELD,PR,PR,121407.434,33.72428722,300840.602,-83.56683389,710,ATLANTA,11/1/1988,,,,
03679.*A,AIRPORT,GA61,ASO,ATL,GA,GEORGIA,FAYETTE,GA,BROOKS,KENLEY FIELD,PR,PR,119768.431,33.26900861,304189.733,-84.49714806,780,ATLANTA,6/1/1971,,,,
03683.*A,AIRPORT,BQK,ASO,ATL,GA,GEORGIA,GLYNN,GA,BRUNSWICK,BRUNSWICK GOLDEN ISLES,PU,PU,112532.5249,31.25903469,293278.737,-81.46631583,25,JACKSONVILLE,2/1/1944,N,Y,N,Y
03682.*A,AIRPORT,SSI,ASO,ATL,GA,GEORGIA,GLYNN,GA,BRUNSWICK,MCKINNON ST SIMONS ISLAND,PU,PU,112147.1,31.15197222,293007.8,-81.39105556,18,JACKSONVILLE,4/1/1940,N,Y,N,Y
03682.1*H,HELIPORT,GE24,ASO,ATL,GA,GEORGIA,APPLING,GA,BRUNSWICK,SE GEORGIA HEALTH SYSTEM-BRUNSWICK,PR,PR,112231,31.17527778,293347,-81.48527778,33,JACKSONVILLE,12/1/2004,,,,
03684.9*H,HELIPORT,GE92,ASO,ATL,GA,GEORGIA,MORGAN,GA,BUCKHEAD,RABBIT HOLE II,PR,PR,120599,33.49972222,299954,-83.32055556,460,ATLANTA,4/1/2011,,,,
03685.2*A,AIRPORT,82A,ASO,ATL,GA,GEORGIA,MARION,GA,BUENA VISTA,MARION COUNTY,PU,PU,116218.1,32.28280556,304213.3,-84.50369444,682,ATLANTA,1/1/1975,N,N,N,Y
03686.5*H,HELIPORT,35GA,ASO,ATL,GA,GEORGIA,GWINNETT,GA,BUFORD,BUFORD PRECINCT,PU,PR,122752.363,34.09787861,302444.666,-84.01240722,1070,ATLANTA,3/1/1986,,,,
03688.*A,AIRPORT,6A1,ASO,ATL,GA,GEORGIA,TAYLOR,GA,BUTLER,BUTLER MUNI,PU,PU,117251.1761,32.56977114,303282.633,-84.24517583,667,ATLANTA,5/1/1941,N,N,N,Y
03689.9*A,AIRPORT,GA63,ASO,ATL,GA,GEORGIA,DOOLY,GA,BYROMVILLE,BYROMVILLE AERODROME,PR,PR,115845.589,32.17933028,302039.644,-83.89990111,354,ATLANTA,8/1/1969,,,,
03692.16*H,HELIPORT,28GA,ASO,NONE,GA,GEORGIA,PEACH,GA,BYRON,PEACH REGIONAL MEDICAL CENTER,PR,PR,117382,32.60611111,301532,-83.75888889,474,ATLANTA,11/1/2015,,,,
03692.*A,AIRPORT,GE27,ASO,ATL,GA,GEORGIA,PEACH,GA,BYRON,SMITH FIELD,PR,PR,117368,32.60222222,301515,-83.75416667,475,ATLANTA,6/1/2006,,,,
03700.*A,AIRPORT,70J,ASO,ATL,GA,GEORGIA,GRADY,GA,CAIRO,CAIRO-GRADY COUNTY,PU,PU,111196.7,30.88797222,302957,-84.15472222,263,JACKSONVILLE,1/1/1947,N,N,N,Y
03701.01*H,HELIPORT,99GA,ASO,ATL,GA,GEORGIA,GORDON,GA,CALHOUN,CURTIS PARKWAY NORTH,PR,PR,124024.318,34.45119944,305763.793,-84.93438694,660,ATLANTA,1/1/1994,,,,
03701.13*H,HELIPORT,GE02,ASO,ATL,GA,GEORGIA,APPLING,GA,CALHOUN,GORDON HOSPITAL,PR,PR,124239.36,34.51093333,305734.64,-84.92628889,737,ATLANTA,12/1/2004,,,,
03701.12*A,AIRPORT,GA65,ASO,ATL,GA,GEORGIA,GORDON,GA,CALHOUN,MERCER AIRFIELD,PR,PR,123973.32,34.43703333,305710.791,-84.91966417,660,ATLANTA,6/1/1976,,,,
03701.1*A,AIRPORT,CZL,ASO,ATL,GA,GEORGIA,GORDON,GA,CALHOUN,TOM B DAVID FLD,PU,PU,124039.4,34.45538889,305781,-84.93916667,655,ATLANTA,4/1/1964,N,N,N,Y
03703.*A,AIRPORT,CXU,ASO,ATL,GA,GEORGIA,MITCHELL,GA,CAMILLA,CAMILLA-MITCHELL COUNTY,PU,PU,112367.4,31.21316667,303246.8,-84.23522222,176,JACKSONVILLE,6/1/1947,N,N,N,Y
03703.6*A,AIRPORT,18A,ASO,ATL,GA,GEORGIA,FRANKLIN,GA,CANON,FRANKLIN COUNTY,PU,PU,123625.3,34.34036111,299270.9,-83.13080556,889,ATLANTA,11/1/1970,N,N,N,Y
03703.9*A,AIRPORT,CNI,ASO,ATL,GA,GEORGIA,CHEROKEE,GA,CANTON,CHEROKEE COUNTY,PU,PU,123523.983,34.3122175,303919.76,-84.42215556,1219,ATLANTA,,N,N,N,Y
03703.91*H,HELIPORT,8GE8,ASO,ATL,GA,GEORGIA,CHEROKEE,GA,CANTON,NORTHSIDE HOSPITAL-CHEROKEE,PR,PR,123288,34.24666667,304197,-84.49916667,975,ATLANTA,2/1/2005,,,,
03703.7*H,HELIPORT,25GE,ASO,ATL,GA,GEORGIA,OGLETHORPE,GA,CARLTON,BEAVER CREEK LODGE,PR,PR,122391,33.9975,298940,-83.03888889,630,ATLANTA,8/1/2008,,,,
03704.51*A,AIRPORT,3GE3,ASO,ATL,GA,GEORGIA,FRANKLIN,GA,CARNESVILLE,BROAD RIVER AIR PARK,PR,PR,123883,34.41194444,299463,-83.18416667,690,ATLANTA,10/1/1999,,,,
03704.5*A,AIRPORT,33GA,ASO,ATL,GA,GEORGIA,FRANKLIN,GA,CARNESVILLE,HUDSON RIVER LANDING,PR,PR,123336,34.26,299832,-83.28666667,665,ATLANTA,7/1/1995,,,,
03705.22*A,AIRPORT,78GA,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,C&R FARM,PR,PR,120615.404,33.50427889,306061.792,-85.01716444,1013,ATLANTA,2/1/1992,,,,
03705.23*A,AIRPORT,8GA8,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,FALCONS AERIE,PR,PR,120878.398,33.57733278,306010.793,-85.00299806,1180,ATLANTA,3/1/1992,,,,
03705.24*A,AIRPORT,6GA8,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,FLYING W FARMS,PR,PR,120628,33.50777778,306668,-85.18555556,1010,ATLANTA,1/1/2003,,,,
03705.31*H,HELIPORT,3GA2,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,TANNER MEDICAL CENTER,PU,PR,120853.13,33.57031389,306267.67,-85.07435278,1157,ATLANTA,4/1/1993,,,,
03705.2*A,AIRPORT,CTJ,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,WEST GEORGIA RGNL - O V GRAY FIELD,PU,PU,121074.1072,33.63169644,306548.1509,-85.15226414,1164,ATLANTA,10/1/1970,N,N,N,Y
03705.3*A,AIRPORT,27GA,ASO,ATL,GA,GEORGIA,CARROLL,GA,CARROLLTON,WILSON INTL,PR,PR,121170.391,33.65844194,306035.797,-85.00994361,1050,ATLANTA,10/1/1985,,,,
03709.1*A,AIRPORT,VPC,ASO,ATL,GA,GEORGIA,BARTOW,GA,CARTERSVILLE,CARTERSVILLE,PU,PU,122843.3309,34.12314747,305455.3441,-84.84870669,758,ATLANTA,6/1/1969,N,N,N,Y
03710.*A,AIRPORT,53GA,ASO,ATL,GA,GEORGIA,FLOYD,GA,CAVE SPRING,DAWSON FIELD,PR,PR,123004,34.16777778,306931,-85.25861111,675,ATLANTA,5/1/1999,,,,
03712.1*A,AIRPORT,4A4,ASO,ATL,GA,GEORGIA,POLK,GA,CEDARTOWN,POLK COUNTY AIRPORT- CORNELIUS MOORE FIELD,PU,PU,122467.3,34.01869444,306527.3,-85.14647222,973,ATLANTA,2/1/1963,N,N,N,Y
03715.*A,AIRPORT,7GE5,ASO,ATL,GA,GEORGIA,HEARD,GA,CENTRALHATCHEE,SUNSET STRIP,PR,PR,120093,33.35916667,306423,-85.1175,740,ATLANTA,2/1/2005,,,,
03721.2*A,AIRPORT,GA45,ASO,ATL,GA,GEORGIA,HABERSHAM,GA,CLARKESVILLE,ARRENDALE FOREST,PR,PR,124776.65,34.66018056,300603.96,-83.5011,1386,,10/1/2014,,,,
03721.*A,AIRPORT,GA67,ASO,ATL,GA,GEORGIA,HABERSHAM,GA,CLARKESVILLE,KING SKY RANCH,PR,PR,125165.338,34.76814944,300934.618,-83.59294944,1840,ATLANTA,8/1/1960,,,,
03721.1*A,AIRPORT,GA30,ASO,ATL,GA,GEORGIA,HABERSHAM,GA,CLARKESVILLE,ROCKIN R,PR,PR,124833.3,34.67591667,300327.41,-83.42428056,1545,,10/1/2014,,,,
03721.7*A,AIRPORT,CWV,ASO,ATL,GA,GEORGIA,EVANS,GA,CLAXTON,CLAXTON-EVANS COUNTY,PU,PU,115902.2,32.19505556,294730.4,-81.86955556,111,ATLANTA,4/1/1971,N,N,N,Y
03722.*A,AIRPORT,GA18,ASO,ATL,GA,GEORGIA,RABUN,GA,CLAYTON,BIG CREEK FLYING RANCH,PR,PR,125398.334,34.83287056,300274.583,-83.40960639,1650,ATLANTA,11/1/1988,,,,
03721.99*A,AIRPORT,GE99,ASO,ATL,GA,GEORGIA,RABUN,GA,CLAYTON,HEAVEN'S LANDING,PR,PR,125691.06,34.91418333,300453.93,-83.459425,2724,ATLANTA,2/1/2004,,,,
03722.1*A,AIRPORT,GA09,ASO,ATL,GA,GEORGIA,HALL,GA,CLERMONT,FLY-N-S RANCH,PR,PR,124026,34.45166667,301639,-83.78861111,1330,ATLANTA,5/1/2000,,,,
03722.21*A,AIRPORT,21GE,ASO,ATL,GA,GEORGIA,WHITE,GA,CLEVELAND,DEER CROSSING,PR,PR,124379,34.54972222,301760,-83.82222222,1390,ATLANTA,10/1/2005,,,,
03722.2*A,AIRPORT,0GE5,ASO,ATL,GA,GEORGIA,WHITE,GA,CLEVELAND,MOUNTAIN AIRPARK,PR,PR,124422.348,34.56176333,301368.646,-83.71351278,1438,ATLANTA,10/1/1960,,,N,N
03723.1*A,AIRPORT,9GA1,ASO,ATL,GA,GEORGIA,EFFINGHAM,GA,CLYO,BRIAR PATCH,PR,PR,116816,32.44888889,292813,-81.33694444,100,ATLANTA,2/1/1998,,,,
03724.*A,AIRPORT,48A,ASO,ATL,GA,GEORGIA,BLECKLEY,GA,COCHRAN,COCHRAN,PU,PU,116642.3812,32.40066144,299802.2671,-83.27840753,377,ATLANTA,5/1/1941,N,N,N,Y
03726.9*A,AIRPORT,8GA5,ASO,ATL,GA,GEORGIA,TATTNALL,GA,COLLINS,SIKES FARM,PR,PR,116002,32.22277778,295673,-82.13138889,232,,2/1/2014,,,,
03728.*A,AIRPORT,CSG,ASO,ATL,GA,GEORGIA,MUSCOGEE,GA,COLUMBUS,COLUMBUS,PU,PU,117058.8,32.51633333,305779.9,-84.93886111,397,ATLANTA,11/1/1942,N,N,N,Y
03728.3*H,HELIPORT,01GA,ASO,ATL,GA,GEORGIA,MUSCOGEE,GA,COLUMBUS,MEDICAL CENTER,PR,PR,116925.512,32.47930889,305924.754,-84.97909833,319,ATLANTA,11/1/1982,,,,
03728.1*H,HELIPORT,1GA1,ASO,ATL,GA,GEORGIA,MUSCOGEE,GA,COLUMBUS,PRATT AND WHITNEY AIRCRAFT,PR,PR,117155.502,32.543195,305394.747,-84.83187417,430,ATLANTA,3/1/1989,,,,
03732.5*A,AIRPORT,02GA,ASO,ATL,GA,GEORGIA,JACKSON,GA,COMMERCE,DOUG BOLTON FIELD,PR,PR,123129.389,34.20260806,300344.576,-83.42904889,884,ATLANTA,11/1/1982,,,,
03732.8*A,AIRPORT,GA68,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,FLYING 'H' RANCH,PR,PR,119213.446,33.11484611,304016.725,-84.44909028,800,ATLANTA,3/1/1989,,,,
03732.813*A,AIRPORT,GA75,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,MEADOWLARK,PR,PR,119114.448,33.08734667,303858.721,-84.40520028,784,ATLANTA,12/1/1976,,,,
03732.81*A,AIRPORT,GA73,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,SHADE TREE,PR,PR,119382.44,33.16178889,304031.727,-84.4532575,850,ATLANTA,1/1/1971,,,,
03732.812*A,AIRPORT,GA74,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,TAKLE FIELD,PR,PR,118950.455,33.04179306,303884.719,-84.41242194,850,ATLANTA,12/1/1975,,,,
03732.811*A,AIRPORT,4GA1,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,THACKER FIELD,PR,PR,118961.454,33.04484833,303833.718,-84.398255,920,ATLANTA,8/1/1977,,,,
03732.814*A,AIRPORT,2GA5,ASO,ATL,GA,GEORGIA,PIKE,GA,CONCORD,WINDRIFT AERODROME,PR,PR,118950.456,33.04179333,303955.72,-84.43214444,780,ATLANTA,4/1/1990,,,,
03732.96*H,HELIPORT,9GA4,ASO,ATL,GA,GEORGIA,DE KALB,GA,CONLEY,TRICO,PR,PR,121191.39,33.664275,303620.728,-84.33909111,950,ATLANTA,8/1/1982,,,,
03733.*A,AIRPORT,36GA,ASO,ATL,GA,GEORGIA,ROCKDALE,GA,CONYERS,LOLA LANDING,PR,PR,121428.394,33.73010944,302308.679,-83.97463306,870,ATLANTA,3/1/1986,,,,
03733.16*H,HELIPORT,9GE9,ASO,ATL,GA,GEORGIA,ROCKDALE,GA,CONYERS,NATIONAL EMS HEADQUARTERS,PR,PR,121139,33.64972222,302477,-84.02138889,815,ATLANTA,2/1/2005,,,,
03733.15*H,HELIPORT,3GE5,ASO,ATL,GA,GEORGIA,ROCKDALE,GA,CONYERS,ROCKDALE HOSPITAL,PR,PR,121249.7,33.68047222,302409.5,-84.00263889,865,ATLANTA,1/1/2001,,,,
03733.13*A,AIRPORT,GA80,ASO,ATL,GA,GEORGIA,ROCKDALE,GA,CONYERS,WHISPERING PINES,PR,PR,121616.389,33.78233028,302359.679,-83.98879972,940,ATLANTA,7/1/1974,,,,
03737.*A,AIRPORT,CKF,ASO,ATL,GA,GEORGIA,CRISP,GA,CORDELE,CRISP COUNTY-CORDELE,PU,PU,115159.8,31.98883333,301586.1,-83.77391667,309,JACKSONVILLE,3/1/1943,N,N,N,Y
03738.5*A,AIRPORT,AJR,ASO,ATL,GA,GEORGIA,HABERSHAM,GA,CORNELIA,HABERSHAM COUNTY,PU,PU,124199.4539,34.49984831,300804.0124,-83.55667011,1448,ATLANTA,12/1/1989,N,N,N,Y
03744.05*A,AIRPORT,07GA,ASO,ATL,GA,GEORGIA,WALTON,GA,COVINGTON,ALCOVY,PR,PR,121230,33.675,301547,-83.76305556,750,ATLANTA,5/1/1999,,,,
03744.06*A,AIRPORT,9GE7,ASO,ATL,GA,GEORGIA,NEWTON,GA,COVINGTON,NEELY FARMS,PR,PR,120713,33.53138889,301651,-83.79194444,720,ATLANTA,10/1/2008,,,,
03744.04*H,HELIPORT,71GA,ASO,ATL,GA,GEORGIA,NEWTON,GA,COVINGTON,NEWTON MEDICAL CENTER,PR,PR,120965,33.60138889,301855,-83.84861111,772,ATLANTA,2/1/1988,,,,
03744.03*A,AIRPORT,GA83,ASO,ATL,GA,GEORGIA,NEWTON,GA,COVINGTON,WINDY HILL,PR,PR,120768.42,33.54678333,301699.649,-83.80545806,740,ATLANTA,7/1/1974,,,,
03744.61*A,AIRPORT,2GE7,ASO,ATL,GA,GEORGIA,MURRAY,GA,CRANDALL,PETTY FARMS,PR,PR,125849,34.95805556,305205,-84.77916667,760,ATLANTA,7/1/1999,,,,
03745.*A,AIRPORT,GA20,ASO,ATL,GA,GEORGIA,CAMDEN,GA,CUMBERLAND ISLAND,STAFFORD,PR,PR,110920,30.81111111,293266,-81.46277778,28,JACKSONVILLE,12/1/1953,N,N,,
03745.717*H,HELIPORT,11GE,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,APPLE 1,PR,PR,123337,34.26027778,302639,-84.06638889,1273,,10/1/2006,,,,
03745.712*A,AIRPORT,4GA9,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,EBENEEZER,PR,PR,123272.353,34.24232028,302605.676,-84.05713222,1230,ATLANTA,11/1/1978,,,,
03745.716*H,HELIPORT,GE03,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,LANIER,PR,PR,123008,34.16888889,303016,-84.17111111,1225,ATLANTA,7/1/2004,,,,
03745.715*H,HELIPORT,6GA7,ASO,ATL,GA,GEORGIA,CHEROKEE,GA,CUMMING,MAC,PR,PR,123142,34.20611111,303463,-84.29527778,1100,ATLANTA,2/1/2001,,,,
03745.711*H,HELIPORT,GA84,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,MC DONALD,PR,PR,123134.356,34.20398778,302584.674,-84.05129833,1080,ATLANTA,4/1/1977,,,,
03745.718*H,HELIPORT,8GA0,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,PINETREE,PR,PR,122925,34.14583333,303227,-84.22972222,1060,ATLANTA,7/1/2009,,,,
03745.713*A,AIRPORT,6GA0,ASO,ATL,GA,GEORGIA,FORSYTH,GA,CUMMING,STONEY POINT FIELD,PR,PR,122877.352,34.13259778,303117.705,-84.1993625,1150,ATLANTA,9/1/1979,,,,
03747.*A,AIRPORT,25J,ASO,ATL,GA,GEORGIA,RANDOLPH,GA,CUTHBERT,LOWER CHATTAHOOCHEE RGNL,PU,PU,114126.8,31.70188889,305377.1,-84.82697222,457,JACKSONVILLE,6/1/1948,N,N,N,Y
03749.*A,AIRPORT,9A0,ASO,ATL,GA,GEORGIA,LUMPKIN,GA,DAHLONEGA,LUMPKIN COUNTY-WIMPYS,PU,PU,124499.3,34.58313889,302471.9,-84.01997222,1311,ATLANTA,8/1/1956,N,N,N,N
03749.02*H,HELIPORT,7A7,ASO,ATL,GA,GEORGIA,LUMPKIN,GA,DAHLONEGA,MOSBY AHP,MR,PR,124655,34.62638889,302783,-84.10638889,1748,ATLANTA,11/1/1990,,,,
03750.*H,HELIPORT,GA69,ASO,ATL,GA,GEORGIA,PAULDING,GA,DALLAS,PAULDING MEMORIAL HOSPITAL,PR,PR,122111.37,33.919825,305469.785,-84.85271806,810,ATLANTA,3/1/1989,,,,
03752.*A,AIRPORT,DNN,ASO,ATL,GA,GEORGIA,WHITFIELD,GA,DALTON,DALTON MUNI,PU,PU,125002.6,34.72294444,305532.9,-84.87025,708,ATLANTA,12/1/1944,N,N,N,Y
03752.01*H,HELIPORT,GA70,ASO,ATL,GA,GEORGIA,WHITFIELD,GA,DALTON,HAMILTON MEDICAL CENTER,PU,PR,125240.286,34.78896833,305901.802,-84.97272278,727,ATLANTA,1/1/1989,,,,
03752.02*A,AIRPORT,GA72,ASO,ATL,GA,GEORGIA,WHITFIELD,GA,DALTON,PRATERMILL FLIGHT PARK,PR,PR,125574,34.88166667,305603,-84.88972222,780,ATLANTA,4/1/1999,,,,
03752.3*A,AIRPORT,7GA4,ASO,ATL,GA,GEORGIA,TWIGGS,GA,DANVILLE,DANVILLE AIRPARK,PR,PR,117291.559,32.58098861,299763.576,-83.26766,459,ATLANTA,3/1/1980,,,,
03753.1*A,AIRPORT,GA21,ASO,ATL,GA,GEORGIA,MC INTOSH,GA,DARIEN,PATTERSON ISLAND,PR,PR,113260.803,31.46133417,292819.354,-81.33870944,10,JACKSONVILLE,11/1/1959,,,,
03753.*A,AIRPORT,08GA,ASO,ATL,GA,GEORGIA,MC INTOSH,GA,DARIEN,SAPELO ISLAND,PU,PR,113132.809,31.42578028,292629.344,-81.28592889,12,JACKSONVILLE,4/1/1983,,,,
03756.*A,AIRPORT,16J,ASO,ATL,GA,GEORGIA,TERRELL,GA,DAWSON,DAWSON MUNI,PU,PU,114275.8,31.74327778,303909.5,-84.41930556,332,JACKSONVILLE,2/1/1947,N,N,N,Y
